name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"jamestown, VA",2020-08-10,92.8,75.2,83.2,104.6,75.2,89,75.4,78.71,0,,0,,0,0,23,5.8,108.8,1017.1,3.8,9.9,404,20.4,8,,2020-08-10T06:19:44,2020-08-10T20:04:21,0.7,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-11,92.9,75.3,82.6,104.8,75.3,87.3,73.5,75.35,0,,0,,0,0,28.2,14.8,240.8,1014.9,3.6,9.9,464.1,23.4,9,,2020-08-11T06:20:34,2020-08-11T20:03:11,0.74,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-12,92.8,75.3,81.6,109.5,75.3,86.6,75.4,82.6,0.38,,12.5,,0,0,27.7,7.8,184.9,1016,18.4,9.7,330.9,16.7,7,,2020-08-12T06:21:25,2020-08-12T20:02:00,0.79,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777,KAKQ"
"jamestown, VA",2020-08-13,84.2,75.3,78.2,95.9,75.3,80.3,76.9,96.15,0.28,,29.17,,0,0,18.3,5.1,37.8,1015.7,28.4,7,294.9,13.8,6,,2020-08-13T06:22:15,2020-08-13T20:00:47,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-14,84.1,75,77.3,95.7,75,79,76.5,97.37,1.06,,83.33,,0,0,,5.8,175.5,1013,60.4,7.5,166.5,8.4,6,,2020-08-14T06:23:05,2020-08-14T19:59:34,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-15,76.9,73.5,74.6,76.9,73.5,74.6,74.4,99.29,2.6,,79.17,,0,0,27.7,10.2,31.9,1012.1,71,5.6,66.1,3.3,3,,2020-08-15T06:23:56,2020-08-15T19:58:19,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-16,75.1,71.6,73,75.1,71.6,73,72.2,97.28,0.24,,62.5,,0,0,24.2,9.6,148.8,1010.7,82.8,6.8,131.9,6.6,3,,2020-08-16T06:24:46,2020-08-16T19:57:04,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-17,85.9,66.5,75.4,89.2,66.5,76.2,69.3,83.19,0,,0,,0,0,,3.2,233.5,1013.6,19.5,9.4,373.1,18.8,7,,2020-08-17T06:25:36,2020-08-17T19:55:47,0.99,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-18,87.6,69.9,77.6,90.3,69.9,78.6,70.1,80.78,0,,0,,0,0,,0.7,233.9,1012.2,16.1,9.5,384.1,19.4,7,,2020-08-18T06:26:26,2020-08-18T19:54:30,1,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-19,85.6,73.5,77.3,91.4,73.5,78.8,72.7,86.91,0.19,,8.33,,0,0,,1.1,96.1,1012.7,19.2,8.7,357.9,18,7,,2020-08-19T06:27:16,2020-08-19T19:53:12,0,Rain,Clear conditions throughout the day with rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-20,84,70,75.9,89.2,70,77,71.5,87.25,0,,0,,0,0,,6,14.9,1015.7,17.2,7.7,300.8,15.2,7,,2020-08-20T06:28:06,2020-08-20T19:51:53,0.01,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-21,85.6,71.4,76.9,91.5,71.4,78.5,72,86.07,0,,4.17,,0,0,,1.2,27.8,1015.1,19.8,9.3,132.2,8.1,2,,2020-08-21T06:28:56,2020-08-21T19:50:33,0.04,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-08-22,84.9,73.4,77.9,92.4,73.4,79.3,74.8,90.73,0.25,,33.33,,0,0,,5,79.1,1014.6,45.1,8.9,240.4,16.4,6,,2020-08-22T06:29:46,2020-08-22T19:49:12,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,D2887,KJGG,72308793735,C3777,KAKQ"
"jamestown, VA",2020-08-23,89.3,76.9,81.7,98.2,76.9,86,74.8,80.98,0,,0,,0,0,,7.4,294.8,1017.7,23.4,9.9,326.7,16.5,7,,2020-08-23T06:30:36,2020-08-23T19:47:50,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-24,87.6,76.9,81.2,97.1,76.9,85.2,73.6,78.15,0,,0,,0,0,20.8,8.3,297.7,1018.4,3.3,9.9,166.9,9,4,,2020-08-24T06:31:26,2020-08-24T19:46:28,0.18,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-25,93,76.9,83.6,102.7,76.9,88.2,73.9,74.11,0,,0,,0,0,19.7,10.3,283.7,1014.6,8.1,9.9,119.6,6,4,,2020-08-25T06:32:16,2020-08-25T19:45:05,0.24,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-08-26,89.1,73.5,80.5,90.1,73.5,81.5,66.8,64.44,0,,0,,0,0,,7.9,325.5,1015.7,1,9.9,138.1,7,7,,2020-08-26T06:33:05,2020-08-26T19:43:41,0.29,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-08-27,94.8,75,83.4,105.6,75,88.4,71.4,68.08,0.47,,8.33,,0,0,22.8,13.8,290.6,1013.7,3.8,9.7,117.9,5.9,6,,2020-08-27T06:33:55,2020-08-27T19:42:16,0.35,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-08-28,92.8,75.2,82.9,107.5,75.2,89.8,75.9,80.94,0,,4.17,,0,0,,7.4,293.5,1012.3,2.2,9.7,97.1,4.9,2,,2020-08-28T06:34:44,2020-08-28T19:40:51,0.39,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-08-29,87.6,80.5,83.2,97.9,85.3,91.1,75.7,78.31,0.01,,4.17,,0,0,24.9,15.8,263.1,1005.6,35.2,9.7,99.9,5,2,,2020-08-29T06:35:34,2020-08-29T19:39:26,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KPHF,72401993773,72029703730,KFAF,74598013702,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-08-30,87.4,71.8,78.4,87.6,71.8,78.9,66.5,69.09,0,,0,,0,0,,7.1,167.8,1009.1,7.2,9.9,140.1,7.1,7,,2020-08-30T06:36:23,2020-08-30T19:37:59,0.46,Clear,Clear conditions throughout the day.,clear-day,"72401993773,KPHF,72029703730,KFAF,74598013702,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-08-31,82.5,69.9,75.7,85.3,69.9,76.2,67.8,77.9,0,,0,,0,0,20.8,9.3,81,1015.1,15,9.9,91.4,4.6,2,,2020-08-31T06:37:13,2020-08-31T19:36:32,0.49,Clear,Clear conditions throughout the day.,clear-day,"72401993773,KPHF,72029703730,KFAF,74598013702,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-01,82.6,73.6,78.2,89.9,73.6,80.6,74,87.39,0.01,,4.17,,0,0,,7,25.4,1015.5,54.6,9.9,71.5,3.6,2,,2020-09-01T06:38:02,2020-09-01T19:35:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-09-02,91.2,75.1,82.7,107.7,75.1,89.8,76.4,82.57,0,,4.17,,0,0,,5.2,205.9,1013.1,33.4,9.8,124.6,6.3,4,,2020-09-02T06:38:51,2020-09-02T19:33:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-03,94.8,75.3,84.8,112.8,75.3,92.8,75.9,76.01,0,,0,,0,0,19.7,6.2,299.1,1010.5,1.3,9.9,120.5,6.1,6,,2020-09-03T06:39:40,2020-09-03T19:32:09,0.51,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,KAKQ"
"jamestown, VA",2020-09-04,92.8,77,84.6,100.3,77,89.5,72.8,69.69,0,,0,,0,0,16.7,9,307.3,1013.2,7.8,9.9,115.4,5.8,6,,2020-09-04T06:40:29,2020-09-04T19:30:40,0.53,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-05,83.9,64.8,75.7,83.1,64.8,75.6,62.1,65.74,0,,0,,0,0,21.9,6.3,137.8,1021.2,23.6,9.9,107,5.4,6,,2020-09-05T06:41:18,2020-09-05T19:29:11,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-06,83.7,60.9,71,83.9,60.9,71.1,62,76.45,0,,0,,0,0,,3.9,44.5,1021.7,0.4,9.9,114.8,5.8,5,,2020-09-06T06:42:07,2020-09-06T19:27:41,0.58,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,74598013702,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-07,83.8,62.5,72.3,87,62.5,73.1,66,82.5,0,,4.17,,0,0,,1,23,1017.8,8.6,9.9,108.2,5.5,5,,2020-09-07T06:42:56,2020-09-07T19:26:11,0.62,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-08,87.6,68.4,76.4,95.5,68.4,78.5,72,87.38,0,,0,,0,0,,9.4,45.6,1018.5,14.2,9.9,100.9,5.1,5,,2020-09-08T06:43:45,2020-09-08T19:24:41,0.66,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-09,79.1,75.3,76.9,79.1,75.3,76.9,76.4,98.35,4.58,,70.83,,0,0,,1.2,25.4,1020.9,70.2,5.8,24.8,1.2,1,,2020-09-09T06:44:35,2020-09-09T19:23:10,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-09-10,82.4,77,78.8,94,77,81.3,78.2,98.14,0.18,,45.83,,0,0,,9.9,33.9,1020.6,59.8,7.4,82.4,3.9,2,,2020-09-10T06:45:24,2020-09-10T19:21:39,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-11,84.2,73.8,78.2,92.5,73.8,80.5,75.8,92.97,0.49,,29.17,,0,0,18.3,1.2,181.5,1019,68,8.3,70,3.5,2,,2020-09-11T06:46:13,2020-09-11T19:20:08,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-12,80.4,66.5,73.4,82.5,66.5,73.5,68.2,85.06,0.01,,4.17,,0,0,24.2,8.4,23.7,1021,56.2,8,89.6,4.5,2,,2020-09-12T06:47:02,2020-09-12T19:18:36,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-13,84,66.5,74.1,89.4,66.5,75.3,69.5,86.47,0,,0,,0,0,,0.8,80.5,1018.4,31.2,9.9,77.9,3.9,2,,2020-09-13T06:47:51,2020-09-13T19:17:05,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-14,78.8,66.5,73.8,78.8,66.5,73.8,69.7,87.69,0,,0,,0,0,17.2,6.1,91.3,1019.1,15.5,9.9,86.4,4.4,2,,2020-09-14T06:48:40,2020-09-14T19:15:33,0.95,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-15,71.6,59.3,65.4,71.6,59.3,65.4,59.1,80.75,0,,0,,0,0,,1.2,47.8,1024.3,22.9,9.9,92.5,4.3,2,,2020-09-15T06:49:29,2020-09-15T19:14:01,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-16,75.4,57.3,67.1,75.4,57.3,67.1,63,87.51,0,,0,,0,0,,1,7.8,1022,35.2,9.9,95.2,4.5,2,,2020-09-16T06:50:18,2020-09-16T19:12:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,KAKQ"
"jamestown, VA",2020-09-17,71.6,69.6,70.5,71.6,69.6,70.5,69.9,98.07,1.47,,62.5,,0,0,,1.2,24.8,1015.5,79.8,6.9,24.8,1.2,0,,2020-09-17T06:51:08,2020-09-17T19:10:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-18,76.9,64.7,69.8,76.9,64.7,69.8,66.5,89.89,1.6,,50,,0,0,25.3,8.1,23.4,1011.8,51.7,8.5,78.8,3.7,1,,2020-09-18T06:51:57,2020-09-18T19:09:25,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-19,67.6,55.6,60.7,67.6,55.6,60.7,49.7,68.05,0,,0,,0,0,25.3,9.6,40.2,1023.4,2,9.9,88.5,4.1,2,,2020-09-19T06:52:46,2020-09-19T19:07:53,0.03,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-20,71.3,52.3,60.9,71.3,52.3,60.9,51,71.43,0,,0,,0,0,28.9,5.5,25.4,1028.5,20.4,9.9,73.7,3.4,2,,2020-09-20T06:53:36,2020-09-20T19:06:21,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-21,67.9,52.4,59.4,67.9,52.4,59.4,50.3,72.75,0,,0,,0,0,26.4,8.3,23.8,1030,47,9.9,72.2,3.4,2,,2020-09-21T06:54:26,2020-09-21T19:04:49,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-22,71.3,50.6,59.2,71.3,50.6,59.2,49.2,73.74,0,,0,,0,0,19.7,11.5,266.3,1021.9,0,9.9,171.5,8,7,,2020-09-22T06:55:15,2020-09-22T19:03:17,0.16,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-09-23,78.5,54,64.5,78.5,54,64.5,54.4,72.49,0,,0,,0,0,,7.9,324.5,1016.3,0.1,9.9,66,3.1,2,,2020-09-23T06:56:05,2020-09-23T19:01:45,0.22,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-24,69.8,59.2,64.5,69.8,59.2,64.5,61.3,89.55,0.01,,4.17,,0,0,,1.2,298.6,1017,18.2,9.9,50.6,2.4,1,,2020-09-24T06:56:55,2020-09-24T19:00:13,0.27,Rain,Clear conditions throughout the day with morning rain.,rain,"KPHF,72401993773,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-25,66.5,64.4,65.4,66.5,64.4,65.4,64.7,97.88,0.15,,41.67,,0,0,,7,70,1018.9,70.3,9.1,41.2,1.9,1,,2020-09-25T06:57:46,2020-09-25T18:58:42,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-26,71.9,66.5,69.8,71.9,66.5,69.8,69.5,99.2,1.05,,45.83,,0,0,,6.2,183.3,1015.3,93.1,5.9,61.3,2.6,2,,2020-09-26T06:58:36,2020-09-26T18:57:10,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-27,75.2,68,70.5,75.2,68,70.5,68.1,92.65,0,,0,,0,0,,1,317.5,1014.1,82.9,7.5,64,3,1,,2020-09-27T06:59:27,2020-09-27T18:55:39,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-28,82.4,66.2,73.6,86.2,66.2,74.3,67.7,83.03,0.03,,8.33,,0,0,,9,193.7,1013.1,12.2,9.9,56.8,2.7,1,,2020-09-28T07:00:18,2020-09-28T18:54:08,0.45,Rain,Clear conditions throughout the day with rain clearing later.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-29,77,71.5,73.3,77,71.5,73.3,72.1,95.94,1.88,,37.5,,0,0,19.8,12.5,99.8,1009.1,60.4,8.7,62.8,2.9,1,,2020-09-29T07:01:09,2020-09-29T18:52:37,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-09-30,73.1,59.1,64.6,73.1,59.1,64.6,56.4,77.28,0.79,,29.17,,0,0,23,13.7,281.8,1010.9,24.8,9.2,48.1,2.3,2,,2020-09-30T07:02:00,2020-09-30T18:51:07,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-01,80.4,60.6,68.1,81.3,60.6,68.2,58.4,72.89,0,,0,,0,0,16.1,8.6,225.7,1013.7,0.8,9.9,56.2,2.6,2,,2020-10-01T07:02:51,2020-10-01T18:49:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-02,71.2,55.4,62.6,71.2,55.4,62.7,53.7,74.08,0,,0,,0,0,19.5,9.1,180.2,1016.2,51.6,9.9,61.7,2.9,2,,2020-10-02T07:03:43,2020-10-02T18:48:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-03,71.1,52,58.7,71.1,52,58.7,51.9,80.51,0,,0,,0,0,,3.8,36.1,1022.7,15.7,9.9,50,2.3,2,,2020-10-03T07:04:35,2020-10-03T18:46:38,0.52,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-04,69.7,50.5,57.9,69.7,50.5,57.9,52.5,83.87,0,,0,,0,0,,1.1,18.3,1021.2,2.7,9.9,48,2.2,1,,2020-10-04T07:05:27,2020-10-04T18:45:09,0.53,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-05,73.1,52.2,60.1,73.1,52.2,60.1,53.8,82.57,0,,0,,0,0,,8.1,164.4,1020.6,12.5,9.9,52.2,2.4,2,,2020-10-05T07:06:20,2020-10-05T18:43:40,0.56,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-06,75,52,62.6,75,52,62.6,55.4,79.9,0,,0,,0,0,,6.8,116.9,1020.2,17.7,9.2,44.8,2.1,1,,2020-10-06T07:07:12,2020-10-06T18:42:12,0.59,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-07,82.2,62.6,70.9,82.7,62.6,71,59.2,68.15,0,,0,,0,0,24.2,11.3,289.3,1012.9,0,9.9,48.9,2.3,2,,2020-10-07T07:08:05,2020-10-07T18:40:45,0.63,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735,C3777"
"jamestown, VA",2020-10-08,78.3,57.2,66.7,78.3,57.2,66.7,56.1,71.55,0,,0,,0,0,,8.3,212,1016.7,0.1,9.9,43.5,2,2,,2020-10-08T07:08:59,2020-10-08T18:39:18,0.68,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-09,73.2,52,62.2,73.2,52,62.2,53.3,75.97,0,,0,,0,0,,8.3,72.1,1023.3,5.2,9.9,55.1,2.6,1,,2020-10-09T07:09:52,2020-10-09T18:37:52,0.73,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-10,68,64.4,66.4,68,64.4,66.4,62.1,86.63,0.48,,54.17,,0,0,,7.9,208.3,1019.7,61.9,9,30.1,1.3,1,,2020-10-10T07:10:46,2020-10-10T18:36:26,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-11,69.9,66.2,67.7,69.9,66.2,67.7,67.4,99.05,0.49,,75,,0,0,21.9,6.9,43.2,1016.4,83,6.8,25.1,1,1,,2020-10-11T07:11:41,2020-10-11T18:35:01,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,KAKQ"
"jamestown, VA",2020-10-12,73.2,66.3,70.1,73.2,66.3,70.1,69.9,99.43,0.66,,58.33,,0,0,18.8,6.4,170,1011,99.5,5.4,35.7,1.5,1,,2020-10-12T07:12:35,2020-10-12T18:33:37,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KPHF,72401993773,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-13,69.8,59.4,63.6,69.8,59.4,63.6,61.4,92.88,0,,0,,0,0,18.3,9.1,283.8,1012.8,76.2,9.3,65.4,2.8,1,,2020-10-13T07:13:30,2020-10-13T18:32:13,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-14,74.8,50.3,61.2,74.8,50.3,61.2,52.6,76.45,0,,0,,0,0,,5.8,173.2,1017.8,0,9.9,45.2,2,2,,2020-10-14T07:14:25,2020-10-14T18:30:50,0.96,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-15,78.7,55.3,67.5,78.7,55.3,67.5,58.8,75.33,0,,0,,0,0,25.3,10.2,201.4,1017,4.4,9.9,40.1,1.7,1,,2020-10-15T07:15:21,2020-10-15T18:29:28,0.99,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-16,71.6,53.7,61.6,71.6,53.7,61.5,59.4,92.89,0.77,,50,,0,0,21.9,10.2,122.3,1017.8,92.1,7.4,21.3,0.9,0,,2020-10-16T07:16:17,2020-10-16T18:28:07,1,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735,KAKQ"
"jamestown, VA",2020-10-17,64.2,46.5,54,64.2,45.7,53.8,47.1,79.98,0,,4.17,,0,0,20.8,7.2,131.5,1026.1,16.7,9.9,40.8,1.8,1,,2020-10-17T07:17:13,2020-10-17T18:26:46,0,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-18,69.7,46.4,56.7,69.7,46.4,56.8,52.5,86.96,0,,0,,0,0,23,1.4,11.2,1027.8,24.3,9.9,55.3,2.4,1,,2020-10-18T07:18:10,2020-10-18T18:25:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-19,75.1,53.7,63.2,75.1,53.7,63.2,58.3,86.01,0,,0,,0,0,,6.2,48.1,1024.7,23.2,9.7,46.2,2,1,,2020-10-19T07:19:07,2020-10-19T18:24:08,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72401993773,72029703730,KFAF,74598013702,72308693741,KJGG,D2887,72308793735,72028503734"
"jamestown, VA",2020-10-20,75,64.3,67.8,75,64.3,67.8,64.6,90.21,0,,0,,0,0,,6.1,112,1023.3,62.5,7.7,49.8,2.2,1,,2020-10-20T07:20:04,2020-10-20T18:22:50,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KPHF,72401993773,72029703730,KFAF,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-21,80.5,66,70.4,83.7,66,70.7,67.3,90.82,0,,0,,0,0,,7.1,44,1023.9,45.3,5.9,50.5,2.2,1,,2020-10-21T07:21:02,2020-10-21T18:21:34,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KPHF,72401993773,72029703730,KFAF,72308693741,KJGG,D2887,72308793735"
"jamestown, VA",2020-10-22,81.8,60.7,68.5,81.9,60.7,68.5,64.3,88.3,0,,0,,0,0,21.9,0.6,65.5,1023.1,2.5,9.8,50.8,2.2,1,,2020-10-22T07:22:00,2020-10-22T18:20:18,0.2,Clear,Clear conditions throughout the day.,clear-day,"KPHF,72029703730,KFAF,KJGG,D2887,72308793735"
