name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Jamestown,2018-01-22,53.4,39,45.8,53.4,34.1,42.9,43.2,90.99,0.03,,37.5,,0.11,3.43,35.7,13.3,179.8,1014.3,68.7,5.1,89.6,3.5,3,,2018-01-22T07:38:41,2018-01-22T17:18:52,0.13,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"KERI,72526604751,KBFD,74498914747,99425099999,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-01-23,50.3,27,38.4,50.3,14.4,30.5,35.5,89.33,0.54,,79.17,,1.77,1.97,36.8,23.8,222.5,1004,89.9,6.8,83.6,3,3,,2018-01-23T07:37:57,2018-01-23T17:20:08,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"72526604751,KBFD,74498914747,99425099999,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-01-24,27,12.9,19.8,15.5,5.1,10.5,17.3,90.12,0.01,,8.33,,0.65,1.97,32.1,16.1,299.5,1020.4,96.7,6.3,68.5,2.7,2,,2018-01-24T07:37:11,2018-01-24T17:21:23,0.23,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-01-25,23.1,10.2,17.6,17.3,2.7,9.8,12.7,81.73,0,,0,,0.42,1.18,,12.6,237.6,1032.1,75.6,9.1,189.5,7.5,5,,2018-01-25T07:36:23,2018-01-25T17:22:40,0.28,Partially cloudy,Partly cloudy throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-01-26,44.1,17.1,30.7,38.6,6.7,22.4,20.7,68.57,0.01,,4.17,,0,1.18,34.4,16.1,183.7,1031.8,1.2,9.9,246,9.7,5,,2018-01-26T07:35:34,2018-01-26T17:23:56,0.34,Snow,Clear conditions throughout the day with afternoon rain.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-01-27,45.1,37.3,40.9,39,30.1,34,30.4,68.73,0.25,,41.67,,0,0.39,38,16.2,208.6,1023.2,70.5,9.8,34.8,1.3,1,,2018-01-27T07:34:42,2018-01-27T17:25:13,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-01-28,43,28,34.8,38.8,21.4,29.4,25.9,71.29,0,,0,,0,0,19.7,12.7,262.2,1026,5.4,9.9,246.9,9.8,5,,2018-01-28T07:33:48,2018-01-28T17:26:30,0.43,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-01-29,38.8,24.3,29.4,36.4,13.7,23.9,25.7,86.67,0.09,,16.67,,3.14,3.14,26.4,12.8,79.7,1021.9,71.6,6.5,173.2,6.9,4,,2018-01-29T07:32:53,2018-01-29T17:27:48,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-01-30,22,10.1,13.8,7.6,-6.8,-0.4,8.6,79.73,0,,16.67,,1.89,5.03,31.2,18.2,317.6,1024.3,88.4,4.9,88.9,3.5,2,,2018-01-30T07:31:55,2018-01-30T17:29:05,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-01-31,37.2,7.2,21.5,29,-4.3,10.7,10.5,64.78,0,,0,,0,4.32,30.3,19.7,189.2,1017.5,54.4,9.5,118.6,4.7,3,,2018-01-31T07:30:56,2018-01-31T17:30:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,99425099999,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-01,39.8,16.2,32.4,31.3,5.4,22.9,25.8,76.83,0,,12.5,,0,2.77,27.8,19.5,252,1010.8,93,9.1,113.4,4.5,3,,2018-02-01T07:29:55,2018-02-01T17:31:41,0.51,Overcast,Cloudy skies throughout the day.,cloudy,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-02,16.1,8.1,9.9,3.1,-11.5,-5.7,4.2,77.5,0,,0,,2.32,1.97,33.9,20.7,285.7,1024.5,92.8,3.2,126.5,5,2,,2018-02-02T07:28:53,2018-02-02T17:32:59,0.53,Overcast,Cloudy skies throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-03,25.2,9,16.3,13.3,-6.5,2.8,8.1,70.32,0,,0,,0.47,1.45,28.8,16.2,206.9,1024.1,90.3,8.7,191.2,7.6,4,,2018-02-03T07:27:48,2018-02-03T17:34:17,0.56,Overcast,Cloudy skies throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-04,34.5,25.1,31.2,26.5,9.8,21.8,26.9,85.83,0.03,,54.17,,0.11,1.53,36.2,23.8,212.5,1010.9,99.3,5.1,47.5,1.9,1,,2018-02-04T07:26:42,2018-02-04T17:35:35,0.6,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-05,18.1,9,13,4.5,-5.7,-0.5,6.2,74.47,0,,8.33,,1.5,3.03,32.8,17.1,264.1,1021.3,75.1,6.7,238.6,9.5,5,,2018-02-05T07:25:35,2018-02-05T17:36:53,0.65,Partially cloudy,Partly cloudy throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-06,20.9,12.8,15.8,14,3,7.2,11.2,82.16,0.02,,12.5,,0.81,3.84,21.4,13.8,222.9,1027.8,91.9,6.6,89.7,3.6,2,,2018-02-06T07:24:25,2018-02-06T17:38:11,0.7,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-02-07,25,11.2,18.6,15.7,-1.6,8.5,14.9,85.61,0.23,,41.67,,1.29,4.96,21.3,15,206.8,1022.9,82,5.5,13.4,0.5,0,,2018-02-07T07:23:15,2018-02-07T17:39:28,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-02-08,18,4.1,11.6,9.3,-5.3,1.2,8,85.2,0,,4.17,,0.77,5.73,21.9,11.4,248.7,1029.4,72.5,6.3,45.8,1.8,1,,2018-02-08T07:22:02,2018-02-08T17:40:46,0.8,Partially cloudy,Partly cloudy throughout the day.,snow,"KERI,72526604751,KBFD,74498914747,D7067,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-02-09,33.9,6.3,18.7,26.6,-3.2,9.6,14.3,83.28,0.02,,20.83,,0,5.64,17.2,11.3,182.5,1027.3,86.6,6.8,27.5,1.1,1,,2018-02-09T07:20:48,2018-02-09T17:42:04,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-02-10,39.7,27,32.2,39.7,17.2,26.3,30.3,92.73,0.13,,58.33,,0,5.6,,13.7,200.2,1019.7,82.5,4.3,65.2,2.6,1,,2018-02-10T07:19:33,2018-02-10T17:43:21,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-11,47.6,25.2,32.4,42.7,13.8,25.1,31.1,94.82,0.08,,33.33,,0,5.37,34.4,19.6,165.4,1012.9,93.5,5.1,65.2,2.6,2,,2018-02-11T07:18:17,2018-02-11T17:44:39,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-02-12,26.1,10.1,21.4,16,2.9,11.6,15.2,77.45,0,,0,,0.13,4.38,20.8,13.8,272.1,1033.6,34.4,9.9,318.1,12.6,6,,2018-02-12T07:16:59,2018-02-12T17:45:56,0.95,Partially cloudy,Clearing in the afternoon.,snow,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-13,35.8,4.6,20.5,30.3,1.7,15.5,10.3,67.95,0,,0,,0,3.52,16.1,9.6,119.8,1038.6,14.8,9.9,309.7,12.3,6,,2018-02-13T07:15:39,2018-02-13T17:47:13,0.98,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-14,44,36,38.8,40,27.6,32.5,32.7,78.85,0,,0,,0,2.54,24.2,15.1,218.9,1021.5,71.6,8.9,133.2,5.3,4,,2018-02-14T07:14:19,2018-02-14T17:48:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-15,56.8,39,48.2,56.8,34,45.7,46.3,93.46,0.24,,45.83,,2.03,2.45,32.2,17.2,231.1,1008.8,70.1,4.6,102.8,4.1,2,,2018-02-15T07:12:57,2018-02-15T17:49:46,1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-02-16,46.8,20.3,33.5,43.9,11.8,26.1,29.5,85.77,0.1,,16.67,,0.8,1.18,25.3,14.9,267.3,1013.5,66.6,6.6,41.7,1.7,1,,2018-02-16T07:11:34,2018-02-16T17:51:02,0,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-17,30.5,18.2,24.7,29.4,8.9,17.7,16.7,71.94,0.03,,25,,0.83,0.83,20.8,10.2,189.5,1022.1,40.9,8.9,98.8,4.3,2,,2018-02-17T07:10:09,2018-02-17T17:52:18,0.01,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"KERI,72526604751,KBFD,D1253,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-18,35,28.1,30.8,31.7,18.9,23.6,24.2,76.89,0.01,,12.5,,0.5,1.32,21.9,11.9,239.8,1025.2,61.1,8.8,190.3,7.5,5,,2018-02-18T07:08:44,2018-02-18T17:53:34,0.03,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK"
Jamestown,2018-02-19,57.9,32.9,45,57.9,25.1,39.5,38.6,78.81,0.44,,62.5,,1.85,1.97,38.3,22.1,179.3,1020.2,67,8.7,37.6,1.6,1,,2018-02-19T07:07:17,2018-02-19T17:54:49,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KERI,72526604751,KBFD,74498914747,72526014860,D7067,KZAP1,KDKK"
Jamestown,2018-02-20,69.1,58.1,62.9,69.1,58.1,62.9,54.7,75.16,0.11,,33.33,,0,0.66,32.3,18.7,202.8,1019,60.7,9.6,87.7,0.9,2,,2018-02-20T07:05:50,2018-02-20T17:56:04,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KERI,72526604751,KBFD,74498914747,99425099999,72526014860,KZAP1,D7067,KDKK"
Jamestown,2018-02-21,67.4,34.6,48.4,67.4,28.1,46.4,42.8,82.92,0.08,,33.33,,0,0,29.8,16,195.5,1026.4,48.8,8.8,,,,,2018-02-21T07:04:21,2018-02-21T17:57:19,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72526604751,74498914747,99425099999,72526014860,72523504720"
Jamestown,2018-02-22,34.9,29.9,32.8,31,22.2,25.6,29.9,89.07,0.24,,41.67,,1.41,1.41,21.9,13.1,65.3,1036.2,83.9,7.5,123.8,4,3,,2018-02-22T07:02:52,2018-02-22T17:58:34,0.2,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"KERI,72526604751,KBFD,74498914747,99425099999,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-23,48.7,34.2,42.2,44.5,26.5,35.9,40.1,92.26,0.04,,37.5,,0.85,2.26,40.3,21,159.4,1024.8,73.7,7.3,41.3,1.8,1,,2018-02-23T07:01:21,2018-02-23T17:59:48,0.26,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KERI,72526604751,KBFD,D1253,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-24,44.8,35.2,39.5,39.7,30.5,35,35.7,86.09,0.01,,4.17,,0,0.75,24.2,12.2,125.8,1021.7,67.9,9.5,46.9,2,1,,2018-02-24T06:59:50,2018-02-24T18:01:02,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KERI,72526604751,KBFD,74498914747,72526014860,D7067,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-02-25,52.3,38.3,44.2,52.3,29.3,37.7,36.6,75.37,0.26,,41.67,,0,0,44.8,24.4,203.2,1011,36.3,9.4,160.1,6.3,3,,2018-02-25T06:58:17,2018-02-25T18:02:16,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK"
Jamestown,2018-02-26,42.5,32,37.1,35.4,26.9,30.2,24.4,60.56,0,,0,,0,0,26.8,16.8,247.1,1023.1,1,9.9,319.8,15,7,,2018-02-26T06:56:44,2018-02-26T18:03:29,0.42,Clear,Clear conditions throughout the day.,clear-day,"KERI,ANFP1,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK"
Jamestown,2018-02-27,52.9,31.7,41.8,52.9,26.2,38.1,22,47.41,0,,0,,0,0,27.7,16.2,228.5,1025.2,0,9.9,336.8,14.5,6,,2018-02-27T06:55:10,2018-02-27T18:04:42,0.46,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,99425099999,72526014860,KZAP1,KDKK"
Jamestown,2018-02-28,56,39.5,46.4,56,33.2,43,30.6,56.51,0,,8.33,,0,0,29.4,14.4,216.9,1013.4,44.1,9.9,127.3,5.5,3,,2018-02-28T06:53:35,2018-02-28T18:05:55,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-01,46.1,30,38,44,16.8,31.3,36.7,95.13,0.88,,45.83,,7.15,7.15,47.2,21.7,90.3,1007.8,64.6,3.7,45.5,1.8,1,,2018-03-01T06:52:00,2018-03-01T18:07:07,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-02,33,25.7,28.6,24.1,13.1,17.9,24.6,85.27,0.16,,33.33,,4.29,11.43,40.8,24,320.8,1017.1,38.8,5.3,41.8,2,1,,2018-03-02T06:50:23,2018-03-02T18:08:20,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"KERI,ANFP1,72526604751,KBFD,D1253,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-03-03,30.6,20.5,26.1,22.6,13.1,17.6,20.1,77.96,0,,0,,0,8.98,28.9,14.8,301.4,1029.2,47,9.9,60.9,2.9,1,,2018-03-03T06:48:46,2018-03-03T18:09:31,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KERI,ANFP1,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK"
Jamestown,2018-03-04,31.1,12.5,22.4,22.7,5.3,14.6,14.2,72.21,0,,0,,0,7.63,24.2,11.9,263.8,1030,1,9.9,315.5,14.8,7,,2018-03-04T06:47:09,2018-03-04T18:10:43,0.54,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK"
Jamestown,2018-03-05,30.1,8.6,21.2,24.2,3.5,15.8,13.8,73.77,0,,0,,0,6.33,,8,218.3,1024.6,8.3,9.9,316.9,14.8,7,,2018-03-05T06:45:31,2018-03-05T18:11:54,0.57,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-06,35,19.1,26.8,27.4,10.2,18.9,20.7,78.28,0,,0,,0,4.09,24.2,14.8,141,1012.6,50.8,9.9,102.6,4.8,3,,2018-03-06T06:43:52,2018-03-06T18:13:05,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-07,34.1,26.2,30.7,29.7,14.6,22.7,27.5,88.04,0.08,,29.17,,1.8,4.08,28.2,15.8,222.7,1007.2,94.8,7.7,85,4,3,,2018-03-07T06:42:13,2018-03-07T18:14:16,0.66,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-08,25.2,20.2,23.3,14.6,8.1,12.2,18.6,82.39,0.01,,4.17,,3.36,7.44,30.5,19.5,246.2,1009,94.7,5.9,147.8,6.9,3,,2018-03-08T06:40:33,2018-03-08T18:15:27,0.71,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-09,29,23.1,25.9,17.9,10.7,14.8,22.3,86.5,0.04,,37.5,,1.6,9.03,30,19.7,281.1,1010.4,95.6,3.9,95.5,4.5,2,,2018-03-09T06:38:53,2018-03-09T18:16:37,0.76,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,D7067,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-03-10,29.9,23.1,26,19,12.7,16.1,18.2,73.55,0,,8.33,,0.12,9.15,21.9,18.2,276.5,1017.2,95.9,8.8,140.4,6.6,3,,2018-03-10T06:37:12,2018-03-10T18:17:47,0.8,Overcast,Cloudy skies throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-03-11,30.8,18.9,24,24.9,12,17.5,16.9,75.13,0,,0,,0,7.65,,9,269.2,1021.4,78.6,9.7,268.4,12.6,7,,2018-03-11T07:35:31,2018-03-11T19:18:57,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-12,34,14.1,22.7,34,6.5,16.7,16.2,77.27,0,,4.17,,0,6.27,,15.8,169.8,1016.1,36.4,9,311.1,14.6,7,,2018-03-12T07:33:49,2018-03-12T19:20:06,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-13,30.8,20.9,24.7,21.5,9.2,14.8,20,82.62,0,,12.5,,0.95,6.45,23.1,14.9,298.9,1012.5,97.7,5.6,192.1,9,6,,2018-03-13T07:32:08,2018-03-13T19:21:16,0.93,Overcast,Cloudy skies throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-14,27,21.9,23.4,14.3,7.4,10.9,20.1,86.96,0,,8.33,,0.99,7.44,34.3,22.8,286,1008.6,73.8,2.9,146.5,6.9,3,,2018-03-14T07:30:25,2018-03-14T19:22:25,0.96,Partially cloudy,Clearing in the afternoon.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-03-15,33.1,18.2,24.7,25.5,6.5,15.1,20.7,85.14,0.01,,16.67,,1.18,8.63,26.4,17.1,254.2,1005.8,80.4,6.5,119.3,5.6,3,,2018-03-15T07:28:43,2018-03-15T19:23:34,0.98,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-16,25.1,16.2,20.5,16.4,0.7,7.3,15.5,81.18,0,,16.67,,0.51,9.14,31,22.8,297.5,1015.2,90.9,5.7,128.4,6,3,,2018-03-16T07:27:00,2018-03-16T19:24:42,1,Overcast,Cloudy skies throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,D7067,KDKK,72523504720,KJHW"
Jamestown,2018-03-17,35.1,12.1,23.7,27.9,-2.5,14.3,12.3,66.55,0,,0,,0,8.86,18.3,12.7,274.1,1014.9,0.1,9.9,395.5,18.5,8,,2018-03-17T07:25:17,2018-03-17T19:25:51,1,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-18,42.1,17.1,29.8,35.2,6.7,22,12.8,50.67,0,,0,,0,6.97,28.2,18.3,269.5,1015.4,0,9.9,411.1,19.2,8,,2018-03-18T07:23:34,2018-03-18T19:26:59,0.01,Clear,Clear conditions throughout the day.,clear-day,"KERI,72526604751,KBFD,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-03-19,34,24.2,28.8,26.6,12.6,20.6,15.5,59.98,0,,0,,0.17,5.23,21.9,12.7,85.8,1015.3,16.7,9.9,361.9,16.9,8,,2018-03-19T07:21:51,2018-03-19T19:28:07,0.02,Clear,Clear conditions throughout the day.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-20,37.1,20.9,26.5,29.4,7.9,16.2,8.3,47.24,0,,0,,0,4.26,26.4,16,68.7,1012,0.1,9.9,304.9,14.3,6,,2018-03-20T07:20:08,2018-03-20T19:29:15,0.05,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-21,34.1,21.9,27.1,25,9.3,16.4,15.8,62.46,0,,0,,0,3.36,25.3,18.2,102.8,1011.1,39.9,9.9,267.7,12.5,5,,2018-03-21T07:18:24,2018-03-21T19:30:23,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-22,32.1,20.9,26.8,22.5,12.1,17,18.2,70.4,0,,0,,0,1.9,23,18.2,313.8,1019.8,5.4,9.9,373.8,17.5,7,,2018-03-22T07:16:41,2018-03-22T19:31:31,0.13,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-23,34,17.2,26.8,24.9,9.9,18.1,19.5,75.01,0,,0,,0,1.27,25.3,16,297.8,1023.1,67.4,9.9,235.8,11,5,,2018-03-23T07:14:57,2018-03-23T19:32:39,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KERI,72526604751,KBFD,74498914747,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-24,32.3,19.1,25.1,25.5,11.2,17.1,15.7,68.46,0,,0,,0.04,1.27,21.9,11.4,234.3,1025,0,9.9,415.1,20.9,8,,2018-03-24T07:13:14,2018-03-24T19:33:46,0.24,Clear,Clear conditions throughout the day.,snow,"KERI,72526604751,KBFD,D1253,74498914747,KZAP1,D7067,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-03-25,38.1,16.1,26.3,31.1,4,17.2,13,57.9,0,,0,,0,1.21,21.9,12.8,69.4,1030.9,4.4,9.9,478.1,22.4,9,,2018-03-25T07:11:30,2018-03-25T19:34:54,0.3,Clear,Clear conditions throughout the day.,clear-day,"72526604751,KBFD,74498914747,D7067,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-26,46.2,28.2,36.5,41.2,19.4,29.2,19.2,50.98,0,,0,,1.01,1.18,24.2,20.4,132.9,1034.5,0,9.9,317.6,5.7,7,,2018-03-26T07:09:47,2018-03-26T19:36:01,0.35,Clear,Clear conditions throughout the day.,snow,"72526604751,KBFD,74498914747,99425099999,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-27,38.7,32.1,35.4,30.6,20.6,26.2,28.3,76.69,0.18,,54.17,,0,0.39,38.1,21.1,171.4,1023.4,62,8,55.8,2.8,1,,2018-03-27T07:08:04,2018-03-27T19:37:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KERI,72526604751,KBFD,D1253,74498914747,KZAP1,72526014860,KDKK,72523504720,KJHW"
Jamestown,2018-03-28,45,37.2,40.7,45,30.6,38.3,39.6,96.05,0.07,,20.83,,0,0,10.3,9.3,171.7,1016.6,62.1,3.7,114.9,5.4,2,,2018-03-28T07:06:20,2018-03-28T19:38:15,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KERI,72526604751,KBFD,74498914747,99425099999,72526014860,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-29,54.9,37.2,46.1,54.9,27.4,43.7,45.7,98.65,0.65,,54.17,,0.74,0.74,,18,186.9,1011,59.1,1.6,56.6,2.6,1,,2018-03-29T07:04:37,2018-03-29T19:39:23,0.47,"Snow, Partially cloudy",Becoming cloudy in the afternoon with snow.,snow,"KERI,72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-30,37.3,28.3,33.1,31.2,18.4,24.9,31.9,95.62,0.14,,45.83,,0.44,1.18,24.2,14.8,320.7,1016.1,64.8,5.3,89.5,4.2,3,,2018-03-30T07:02:54,2018-03-30T19:40:30,0.49,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-03-31,48,23.1,35.5,42.4,14,28.1,26.7,73.71,0.01,,4.17,,0,0.39,35.6,22.9,206.8,1020.6,16,9.9,327.1,16.5,7,,2018-03-31T07:01:12,2018-03-31T19:41:37,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72526604751,KBFD,74498914747,KZAP1,KDKK,72523504720,KJHW"
Jamestown,2018-04-01,47.8,25.2,30.9,41.6,14.5,22.2,22.1,70.36,0.19,,25,,0,0,30.6,21.6,301.5,1019,72.1,9.2,314.9,15.9,8,,2018-04-01T06:59:29,2018-04-01T19:42:44,0.51,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning rain.,snow,"72526604751,KBFD,D1253,74498914747,KZAP1,KDKK,72523504720,KJHW"
